Date       Open	   High	  Low	    Close
2/23/2012	1521.66	1533.72	1507.08	1532.15
2/24/2012	1538.37	1556.98	1537.83	1546.1
2/27/2012	1537.48	1542.27	1515.63	1539.11
2/28/2012	1541.57	1553.27	1532.09	1548.6
2/29/2012	1549.34	1563.26	1516.88	1518.69
3/1/2012	1524.32	1552.77	1524.32	1541.74
3/2/2012	1542.21	1549.64	1525.87	1533.23
3/5/2012	1523.57	1524.71	1483.91	1488.39
3/6/2012	1451.56	1451.56	1420.69	1428.87
3/7/2012	1432.92	1437.39	1414.88	1433.58
3/8/2012	1448.26	1463.68	1443.99	1458.45
3/9/2012	1455.13	1482.67	1451.94	1469.55
3/12/2012	1462.28	1476.15	1446.45	1450.88
3/13/2012	1462.5	1504.84	1459.26	1504.61
3/14/2012	1502.59	1521.1	1490.23	1507.24
3/15/2012	1514.19	1533.68	1504.64	1531.22
3/16/2012	1539.49	1547.48	1534.14	1542.96
3/19/2012	1544.05	1575.83	1540.24	1562.23
3/20/2012	1530.09	1530.81	1505.77	1528.93
3/21/2012	1523.9	1524.08	1501.39	1510.42
3/22/2012	1509.12	1509.12	1448.94	1460.64
3/23/2012	1459.25	1485.49	1451.67	1482.59
3/26/2012	1494.85	1502.3	1482.67	1500.55
3/27/2012	1502.71	1515.95	1486.66	1487.54
3/28/2012	1484.02	1484.02	1438.45	1455.61
3/29/2012	1443.86	1470.62	1429.85	1470.47
3/30/2012	1484.46	1486.98	1460.17	1472.45
4/2/2012	1470.34	1516.63	1465.99	1504.58
4/3/2012	1504.43	1505.64	1466.19	1481.53
4/4/2012	1456.14	1456.14	1436.57	1442.76
4/5/2012	1442.76	1460.74	1430.06	1435.94
4/9/2012	1414.55	1429.07	1408.61	1421.99
4/10/2012	1413.13	1423.39	1379.34	1388.51
4/11/2012	1412.36	1428.01	1405.4	1408.44
4/12/2012	1418.5	1477.96	1417.99	1475.31
4/13/2012	1475.31	1475.31	1438.68	1446.25
4/16/2012	1456.09	1464.82	1430.76	1440.35
4/17/2012	1452.82	1477.28	1452.09	1464.21
4/18/2012	1457.65	1469.17	1450.04	1452.4
4/19/2012	1451.43	1455.44	1420.45	1429.3
4/20/2012	1434.32	1448.04	1430.61	1431.84
4/23/2012	1398.8	1400.58	1376.18	1400.11
4/24/2012	1400.13	1422.18	1391.81	1409.26
4/25/2012	1430.24	1445.39	1424.61	1442.21
4/26/2012	1428.75	1449.27	1422.73	1447.14
4/27/2012	1453.97	1457.43	1439.84	1446.43
4/30/2012	1443.39	1443.45	1424.78	1434.54
5/1/2012	1434.59	1462.81	1433.8	1447.32
5/2/2012	1434.13	1434.13	1418.9	1432.16
5/3/2012	1423.74	1428.94	1396.33	1402.71
5/4/2012	1386.64	1387.87	1351.33	1357.08
5/7/2012	1352.17	1366	1342.79	1359.81
5/8/2012	1347.04	1347.04	1308.66	1334.24
5/9/2012	1301.83	1342.7	1297.08	1325.18
5/10/2012	1341.15	1353.59	1323.2	1330.59
5/11/2012	1330.59	1340.04	1309.98	1315.05
5/14/2012	1294.65	1295.03	1281.56	1284.38
5/15/2012	1284.38	1287.37	1240.91	1244.22
5/16/2012	1253.09	1264.72	1215.66	1215.66
5/17/2012	1215.66	1220.17	1178.49	1181.09
5/18/2012	1184.29	1189.46	1156.64	1161.96
5/21/2012	1168.78	1210.32	1168.78	1208.07
5/22/2012	1211.96	1225.34	1186.75	1194.75
5/23/2012	1194.75	1201.86	1155.09	1201.05
5/24/2012	1203.63	1203.63	1168.22	1184.78
5/25/2012	1181.45	1187.09	1174.78	1179.6
5/29/2012	1211.3	1220.49	1197.61	1213.71
5/30/2012	1192.59	1192.59	1172.81	1175.38
5/31/2012	1173.36	1173.36	1137.74	1153.5
6/1/2012	1129.69	1141.72	1125.18	1126.48
6/4/2012	1128.22	1133.85	1105.93	1126.18
6/5/2012	1124.69	1143.93	1123.22	1135.78
6/6/2012	1150.31	1176.59	1150.31	1173.27
6/7/2012	1199.64	1226.41	1187.28	1189.31
6/8/2012	1170.05	1176.11	1156.89	1173.36
6/11/2012	1186.56	1192.88	1132.63	1133.28
6/12/2012	1144.18	1154.74	1131.99	1154.52
6/13/2012	1144.75	1159.79	1136.14	1143.07
6/14/2012	1143.2	1163.03	1135.49	1159.81
6/15/2012	1166.77	1190.99	1162.9	1190.99
6/18/2012	1179.15	1186.98	1172.27	1183.32
6/19/2012	1188.79	1232.16	1188.79	1226.96
6/20/2012	1227.99	1246.61	1218.91	1233.03
6/21/2012	1227.3	1227.64	1172.04	1172.16
6/22/2012	1183.89	1184.97	1161.64	1169.05
6/25/2012	1161.85	1161.85	1127.66	1135.71
6/26/2012	1141.57	1157.28	1129.63	1150.29
6/27/2012	1149.15	1166.27	1139.82	1161.89
6/28/2012	1153.8	1169.71	1140.38	1169.52
6/29/2012	1211.34	1226.55	1210.78	1226.4
7/2/2012	1230.33	1235.64	1213.15	1234.3
7/3/2012	1243.99	1276.15	1243.99	1270.7
7/5/2012	1260.16	1277.28	1249.17	1263.56
7/6/2012	1242.99	1242.99	1225.9	1235.43
7/9/2012	1226.02	1227.18	1213.37	1218.74
7/10/2012	1232.39	1241.36	1192.16	1200.15
7/11/2012	1202.26	1212.95	1192.73	1201.41
7/12/2012	1201.41	1201.41	1161.29	1186.55
7/13/2012	1194.21	1212.92	1194.21	1209.65
7/16/2012	1206.39	1206.39	1186.48	1195.91
7/17/2012	1200.23	1202.67	1177.35	1198.62
7/18/2012	1198.62	1210.56	1182.32	1205.73
7/19/2012	1210.11	1222.44	1208.38	1217.6
7/20/2012	1203.49	1203.49	1180.91	1183.71
7/23/2012	1159.87	1159.87	1135.51	1152.43
7/24/2012	1154.37	1159.67	1115.28	1125.32
7/25/2012	1130.64	1138.29	1111.68	1113.47
7/26/2012	1123.37	1132.56	1104.55	1127.41
7/27/2012	1144.39	1185.28	1139.04	1178.56
7/30/2012	1175.55	1182.78	1163.3	1178.23
7/31/2012	1180.61	1201.22	1179.51	1190.95
8/1/2012	1195.71	1206.87	1183.25	1190.32
8/2/2012	1172.75	1189.28	1145.35	1157.87
8/3/2012	1157.87	1215.08	1157.87	1201.31
8/6/2012	1208.73	1242.1	1208.73	1231.93
8/7/2012	1244.96	1255.8	1244.08	1244.28
8/8/2012	1242.51	1261.62	1242.51	1255.94
8/9/2012	1261.07	1274.67	1257.54	1267.58
8/10/2012	1256.31	1273.25	1251.62	1272.19
8/13/2012	1265.64	1269.16	1244.1	1254.75
8/14/2012	1260.92	1264.68	1235.84	1240.66
8/15/2012	1228.74	1228.74	1213.76	1226.95
8/16/2012	1233.8	1254.84	1228.69	1249.61
8/17/2012	1249.52	1256.45	1242.13	1244.88
8/20/2012	1239.61	1246.73	1227.06	1244.35
8/21/2012	1253.19	1271.55	1239.93	1244.6
8/22/2012	1241.48	1246.5	1224.51	1244.71
8/23/2012	1239.93	1239.93	1208.58	1210.19
8/24/2012	1202.55	1202.55	1183.89	1197.29
8/27/2012	1196.45	1198.69	1183.03	1184.69
8/28/2012	1182.29	1186.5	1173.54	1175.51
8/29/2012	1170.21	1170.21	1151.57	1156.43
8/30/2012	1147.36	1147.36	1131.86	1136.02
8/31/2012	1147.5	1158.44	1140.28	1149.98
9/4/2012	1147.1	1147.1	1123.48	1131.22
9/5/2012	1133.66	1139.66	1125.39	1134.79
9/6/2012	1147.3	1180.44	1147.3	1178.08
9/7/2012	1202.57	1245.19	1202.57	1243.63
9/10/2012	1242.96	1254.89	1228.12	1231.21
9/11/2012	1231.21	1259.46	1231.21	1257.44
9/12/2012	1268.66	1272.74	1245.36	1260.08
9/13/2012	1255.13	1314.66	1246.85	1306.8
9/14/2012	1338.61	1363.6	1338.61	1343.59
9/17/2012	1327.49	1327.49	1298.09	1302.97
9/18/2012	1296.02	1301.59	1283.31	1293.94
9/19/2012	1296.01	1299.19	1285.52	1291
9/20/2012	1271.45	1280.77	1254.49	1277.88
9/21/2012	1281.49	1289.19	1263.46	1264.07
9/24/2012	1253.55	1256.65	1240.3	1251.14
9/25/2012	1252.33	1253.65	1210.01	1210.78
9/26/2012	1201.11	1221.02	1184.84	1210.18
9/27/2012	1220.23	1223.89	1204.02	1219.1
9/28/2012	1207.37	1211.1	1196.24	1202.31
10/1/2012	1202.31	1228.52	1201.75	1206.03
10/2/2012	1213.98	1219.84	1190.76	1197.73
10/3/2012	1198.5	1201.06	1184.71	1188.8
10/4/2012	1191.82	1217.25	1189.6	1207.53
10/5/2012	1207.53	1226.13	1202.56	1206.72
10/8/2012	1196.9	1221.58	1193.08	1218.79
10/9/2012	1226.44	1239.45	1217	1220.54
10/10/2012	1220.54	1224.3	1199.71	1205.11
10/11/2012	1216.64	1233.42	1213.9	1225.95
10/12/2012	1221.09	1228.92	1207.03	1211.41
10/15/2012	1211.06	1223.95	1200.38	1223.52
10/16/2012	1230.53	1257.92	1230.53	1255.79
10/17/2012	1264.91	1284.56	1256.65	1278.71
10/18/2012	1267.39	1290.66	1264.45	1285.8
10/19/2012	1282.38	1282.38	1252.89	1256.36
10/22/2012	1258.16	1276.82	1253.31	1269.48
10/23/2012	1248.83	1248.83	1225.84	1235.42
10/24/2012	1235.42	1244.13	1218.69	1220.52
10/25/2012	1234.17	1237.1	1217.05	1228.28
10/26/2012	1228.97	1236.95	1209.23	1214.84
10/31/2012	1220.78	1225.1	1204.71	1206.69
11/1/2012	1213.8	1250.95	1209.65	1249.28
11/2/2012	1262.07	1262.75	1223.26	1226.53
11/5/2012	1223.07	1237.45	1221.58	1229.87
11/6/2012	1240.08	1267.04	1239.85	1259.79
11/7/2012	1249.04	1249.04	1215.56	1222.24
11/8/2012	1222.03	1227.1	1196.67	1199.76
11/9/2012	1194.3	1226.41	1193.5	1206.78
11/12/2012	1210.35	1210.86	1207.63	1208.52
11/13/2012	1197.26	1206.28	1190.65	1193.02
11/14/2012	1199.19	1200.81	1164.36	1167.49
11/15/2012	1167.44	1177.34	1150.96	1157.13
11/16/2012	1155.6	1161.68	1135.51	1155.84
11/19/2012	1172.36	1184.15	1172.36	1181.67
11/20/2012	1172.34	1178.29	1162.9	1168.41
11/21/2012	1168.41	1179.23	1161.62	1176.21
11/23/2012	1182.86	1196.64	1182.86	1195.73
11/26/2012	1189.67	1193.9	1180.13	1192.01
11/27/2012	1187.01	1197.26	1174.16	1175.03
11/28/2012	1171.72	1188.59	1156.38	1188.41
11/29/2012	1199.18	1210.78	1194.7	1207.59
11/30/2012	1204.25	1212.19	1196.93	1201.51
12/3/2012	1213.6	1215.9	1191.85	1192.94
12/4/2012	1196.05	1210.68	1193.87	1200.31
12/5/2012	1214.42	1225.43	1207.62	1220.29
12/6/2012	1221.7	1228.02	1212.38	1222.45
12/7/2012	1230.13	1234.11	1223.58	1230.2
12/10/2012	1231.53	1251.21	1230.29	1248.63
12/11/2012	1253.01	1268.66	1253.01	1268.27
12/12/2012	1273.1	1281.35	1262.07	1265.56
12/13/2012	1264.12	1280.21	1260.2	1266.02
12/14/2012	1271.39	1298.65	1271.39	1294.47
12/17/2012	1299.63	1312.17	1299.63	1309.68
12/18/2012	1309.68	1344.96	1309.68	1344.67
12/19/2012	1344.59	1349.62	1335.47	1336.92
12/20/2012	1339.04	1344.62	1330.87	1344.59
12/21/2012	1323.17	1323.9	1311.32	1322.48
12/24/2012	1321.22	1326.69	1316.67	1321.39
12/26/2012	1329.2	1341.75	1329.2	1330.95
12/27/2012	1338.43	1344	1315.32	1330.74
12/28/2012	1327.48	1329.66	1317.13	1319.02
12/31/2012	1316.3	1360.36	1316.3	1357.53
1/2/2013	1392.66	1409.59	1392.66	1404.3
1/3/2013	1398.7	1409.21	1383.98	1389.32
1/4/2013	1383.77	1398.61	1381.79	1397.62
1/7/2013	1387.26	1402.1	1385.15	1396.43
1/8/2013	1389.16	1392.28	1372.3	1373.94
1/9/2013	1376.52	1382.79	1371.47	1378
1/10/2013	1383.28	1389	1375.44	1386.61
1/11/2013	1378.73	1378.73	1361.57	1365.67
1/14/2013	1365.66	1376.49	1356.53	1360.55
1/15/2013	1351.7	1369.17	1351.22	1367.99
1/16/2013	1352.3	1353.07	1342.21	1350.82
1/17/2013	1358.82	1364.15	1352.19	1361.56
1/18/2013	1366	1368.35	1356.89	1368.31
1/22/2013	1368.08	1384.69	1364.78	1382.93
1/23/2013	1382.22	1384.29	1368.86	1372.55
1/24/2013	1373.05	1384.27	1354.12	1360.98
1/25/2013	1366.24	1368.33	1349.58	1362.32
1/28/2013	1360.74	1360.89	1341.97	1344.66
1/29/2013	1355.68	1370.66	1353.4	1362.66
1/30/2013	1360.2	1364.97	1339.87	1344.3
1/31/2013	1347.74	1359.68	1347.57	1357.86
2/1/2013	1372.59	1382.72	1369.49	1379.27
2/4/2013	1361.95	1363.1	1350.11	1352.21
2/5/2013	1360.25	1363.71	1351.86	1353.45
2/6/2013	1357.9	1378.13	1357.9	1375.04
2/7/2013	1377.46	1378.09	1352.76	1360.69
2/8/2013	1361.08	1370.24	1359.38	1363.97
2/11/2013	1363.97	1363.97	1354.46	1362.24
2/12/2013	1358.87	1369.83	1355.02	1364.87
2/13/2013	1362.76	1369.21	1355.66	1359.8
2/14/2013	1352.35	1368.9	1350.94	1366.2
2/15/2013	1366.72	1367.2	1351.63	1355.1
2/19/2013	1360.07	1366.62	1347.59	1351.73
2/20/2013	1345.17	1345.47	1296.53	1297.53
2/21/2013	1283.35	1288.51	1261.6	1272.78
2/22/2013	1279.69	1285.9	1266.19	1275.46
2/25/2013	1281.79	1282.98	1247.59	1247.89
2/26/2013	1253.87	1259.09	1239.86	1257.48
2/27/2013	1255.04	1278.13	1254.03	1273.32
2/28/2013	1271.78	1280.65	1267.68	1268.86
3/1/2013	1250.99	1254.45	1239.63	1244.94
3/4/2013	1232.81	1232.81	1211.68	1225.88
3/5/2013	1240.66	1254.72	1234.72	1235.96
3/6/2013	1241.91	1267.18	1239.79	1263.27
3/7/2013	1266.39	1278.53	1266.39	1269.81
3/8/2013	1272.89	1279.39	1266.96	1276.43
3/11/2013	1273.28	1275.78	1262.25	1270.6
3/12/2013	1270.6	1283.06	1263.06	1266.82
3/13/2013	1263.33	1263.33	1239.74	1244.75
3/14/2013	1245.48	1245.73	1231.77	1244.26
3/15/2013	1248.89	1253.97	1240.96	1244.16
3/18/2013	1229.1	1237.04	1222.34	1229.84
3/19/2013	1220.6	1220.62	1194.12	1204.37
3/20/2013	1213	1219.89	1204.86	1217.36
3/21/2013	1209.01	1221.55	1207.34	1211.11
3/22/2013	1212.51	1216.28	1206.84	1210.06
3/25/2013	1212.13	1214.94	1194.73	1206.35
3/26/2013	1210.2	1213.96	1203.93	1213.88
3/27/2013	1198.52	1214.59	1191.29	1214.22
3/28/2013	1210.63	1210.67	1202.05	1208.89
4/1/2013	1210.55	1211.11	1188.27	1190.05
4/2/2013	1191.4	1191.4	1157.89	1162.46
4/3/2013	1162.48	1165.41	1144.6	1152.74
4/4/2013	1156.32	1167.39	1146.26	1155.65
4/5/2013	1155.65	1157.51	1128.11	1155.31
4/8/2013	1155.89	1158.63	1146.54	1158.35
4/9/2013	1169.75	1203.89	1169.75	1197.16
4/10/2013	1202.65	1207.85	1190.53	1194.64
4/11/2013	1194.64	1194.64	1175.73	1181.45
4/12/2013	1175.77	1178.1	1155.69	1169.46
4/15/2013	1148.95	1148.95	1111.05	1113.85
4/16/2013	1127.13	1134.36	1118.53	1131.81
4/17/2013	1110.12	1110.12	1087.68	1098.23
4/18/2013	1103.73	1119.26	1090.75	1104.87
4/19/2013	1112.71	1120.31	1097.72	1114.3
4/22/2013	1112.77	1114.39	1093.04	1112.15
4/23/2013	1114.07	1128.95	1109.29	1119.3
4/24/2013	1130.79	1145.81	1130.79	1145.08
4/25/2013	1150.79	1176.94	1148.8	1159.95
4/26/2013	1153.9	1153.9	1133.02	1139.41
4/29/2013	1148.12	1160.5	1142.56	1156.12
4/30/2013	1145.91	1169.9	1137.36	1169.9
5/1/2013	1162.57	1162.57	1141.31	1144.82
5/2/2013	1149.81	1150.45	1134.5	1141.18
5/3/2013	1160.76	1184.15	1160.76	1174.14
5/6/2013	1178.33	1178.75	1167.67	1177.02
5/7/2013	1178.49	1193.26	1177.65	1190.1
5/8/2013	1193.55	1217.72	1191.74	1212.89
5/9/2013	1210.31	1217.48	1193.87	1198.36
5/10/2013	1202.72	1203.31	1184.72	1197.83
5/13/2013	1197.83	1197.83	1180.46	1182.82
5/14/2013	1174.88	1179.26	1166.84	1171.41
5/15/2013	1158.41	1159.82	1150.81	1155.47
5/16/2013	1147.95	1161.99	1138.05	1142.45
5/17/2013	1152.74	1160.71	1152.65	1156.33
5/20/2013	1153.97	1176.61	1151.3	1174.92
5/21/2013	1178.9	1198.4	1173.76	1187.21
5/22/2013	1192.25	1210.82	1162.57	1170.56
5/23/2013	1154.47	1159.63	1142.85	1156.4
5/24/2013	1148.59	1151.82	1141.16	1144.59
5/28/2013	1153.57	1158.21	1145.46	1146.53
5/29/2013	1139.01	1144.05	1126.05	1132.37
5/30/2013	1136.82	1146.8	1133.63	1141.82
5/31/2013	1134	1134	1107.86	1108.28
6/3/2013	1118.74	1127.92	1112.11	1127.34
6/4/2013	1130.38	1137.99	1117.38	1129.26
6/5/2013	1121.8	1125.23	1099.35	1099.9
6/6/2013	1097.57	1108.01	1090.78	1107.68
6/7/2013	1107.49	1112.71	1096.49	1103.2
6/10/2013	1099.01	1100.59	1086.52	1094.78
6/11/2013	1078.42	1080.19	1068.31	1074.1
6/12/2013	1079.76	1084.48	1062.14	1066.63
6/13/2013	1075.53	1110.12	1074.71	1107.12
6/14/2013	1112.06	1116.05	1088.19	1091.95
6/17/2013	1099.73	1107.33	1089.07	1094.49
6/18/2013	1090.88	1106.82	1089.41	1104.14
6/19/2013	1101.26	1106.24	1084.09	1086.86
6/20/2013	1066.62	1072.18	1049.16	1058.56
6/21/2013	1058.68	1063.03	1041.09	1049.66
6/24/2013	1035.48	1035.48	999.68	1015.6
6/25/2013	1027.32	1040.76	1018.66	1037.08
6/26/2013	1037.08	1042.75	1024.27	1034.11
6/27/2013	1039.16	1054.34	1039.16	1048.64
6/28/2013	1039.04	1048.69	1036.53	1044.49
7/1/2013	1051.79	1065.25	1049.59	1056.98
7/2/2013	1051.05	1058.78	1033.14	1054.79
7/3/2013	1046.48	1047.57	1035.71	1042.83
7/5/2013	1046.86	1049.64	1027.01	1039.22
7/8/2013	1039.22	1052.64	1039.22	1043.17
7/9/2013	1043.17	1063.12	1043.17	1058.54
7/10/2013	1058.73	1063.42	1047.97	1052.28
7/11/2013	1079	1094.69	1079	1094.39
7/12/2013	1085.51	1085.51	1069.51	1073.65
7/15/2013	1078.09	1085.89	1078.09	1084.14
7/16/2013	1096.41	1096.41	1083.84	1092.55
7/17/2013	1104.48	1112.15	1099.85	1108.48
7/18/2013	1108.91	1123.27	1108.79	1114.32
7/19/2013	1111.26	1111.26	1101.48	1105.1
7/22/2013	1110.22	1120.19	1110.22	1117.13
7/23/2013	1130.87	1146.99	1130.87	1141.87
7/24/2013	1140.22	1140.22	1115.99	1123.97
7/25/2013	1117.29	1131.64	1115.86	1130.97
7/26/2013	1131.67	1138.25	1125.75	1138.03
7/29/2013	1134.21	1137.26	1127.07	1131.91
7/30/2013	1133.28	1134.65	1123.99	1126.99
7/31/2013	1126.39	1133.78	1118.7	1120.94
8/1/2013	1133.95	1136.82	1130.26	1133.11
8/2/2013	1131.04	1144.49	1127.98	1137.12
8/5/2013	1136.47	1141.96	1134.85	1137.58
8/6/2013	1133.3	1133.9	1118.39	1122.13
8/7/2013	1119.85	1136.67	1117.76	1127.32
8/8/2013	1140.02	1169.56	1140.02	1161.68
8/9/2013	1170.33	1208.26	1169.96	1200.92
8/12/2013	1200.31	1216.7	1200.13	1206.55
8/13/2013	1212.33	1213.78	1199.32	1202.16
8/14/2013	1200.65	1214.52	1199.7	1206.4
8/15/2013	1192.99	1198.95	1176.84	1194.3
8/16/2013	1193.31	1200.52	1184.77	1190.45
8/19/2013	1188.09	1192.04	1174.56	1176.79
8/20/2013	1172.2	1182.18	1168.38	1174.87
8/21/2013	1165.45	1169.06	1148.24	1151.55
8/22/2013	1163.46	1188.31	1163.46	1183.16
8/23/2013	1190.26	1195.89	1186.17	1192.97
8/26/2013	1193.04	1199.9	1182.35	1184.93
8/27/2013	1171.79	1172.59	1154.61	1156.12
8/28/2013	1153.52	1170.89	1151.74	1161.62
8/29/2013	1155.67	1162.48	1147.92	1151.63
8/30/2013	1153	1154.85	1134.92	1139.36
9/3/2013	1167.64	1176.88	1160.06	1166.04
9/4/2013	1163.61	1181.68	1161.26	1181.33
9/5/2013	1175.89	1196.57	1175.07	1192.86
9/6/2013	1200.29	1208.31	1191.41	1197.94
9/9/2013	1207.33	1231.96	1207.33	1230.55
9/10/2013	1243.02	1255.56	1242.99	1255.43
9/11/2013	1251.45	1259.02	1241.83	1253.88
9/12/2013	1245.38	1247.07	1236.03	1239.23
9/13/2013	1235.02	1238.37	1229.46	1234.59
9/16/2013	1251.93	1258.18	1239.89	1240.9
9/17/2013	1244.21	1255.94	1244.21	1252.78
9/18/2013	1252.98	1290.66	1249.01	1288.13
9/19/2013	1290.45	1293.55	1272.64	1278.03
9/20/2013	1274.23	1274.66	1251.11	1252.75
9/23/2013	1254.81	1263.48	1251.86	1252.24
9/24/2013	1250.75	1259.05	1244.59	1249.59
9/25/2013	1253.7	1257.32	1247.5	1248.44
9/26/2013	1253.25	1258.87	1247.47	1255.22
9/27/2013	1248.53	1248.53	1227.77	1231.68
9/30/2013	1218.46	1229.42	1212.22	1225.91
10/1/2013	1223.61	1238.07	1222.57	1231.32
10/2/2013	1228.14	1242.72	1226.38	1241.89
10/3/2013	1240.4	1247.89	1225.21	1229.58
10/4/2013	1226.1	1241.52	1223.45	1240.99
10/7/2013	1230.3	1243.46	1226.27	1236.24
10/8/2013	1236.63	1239.81	1224.02	1224.7
10/9/2013	1227.73	1228.32	1209.1	1218.95
10/10/2013	1231.57	1252.5	1231	1248.28
10/11/2013	1246.8	1263.63	1245.03	1260.9
10/14/2013	1254.85	1286.37	1252.71	1281.62
10/15/2013	1281.62	1307.7	1281.62	1296.4
10/16/2013	1296.4	1307.72	1295.11	1297.89
10/17/2013	1294.68	1312.43	1294.68	1309.23
10/18/2013	1311.27	1313.06	1303.95	1307.67
10/21/2013	1318.52	1323.97	1310.47	1315.83
10/22/2013	1320.93	1338.06	1320.93	1330.75
10/23/2013	1315.37	1315.37	1301.75	1310.69
10/24/2013	1315.25	1316.04	1305.09	1306.77
10/25/2013	1304.69	1308.43	1296.46	1306.87
10/28/2013	1301.37	1306.31	1295.48	1304.43
10/29/2013	1302.36	1312.5	1295.81	1312.34
10/30/2013	1309.27	1314.52	1294.75	1303.52
10/31/2013	1303.52	1311.52	1297.06	1302.04
11/1/2013	1304.05	1323.95	1303.94	1321.73
11/4/2013	1337.7	1352.52	1337.7	1352.52
11/5/2013	1346.03	1348.79	1333.21	1345.92
11/6/2013	1350.43	1356.48	1343.95	1354.97
11/7/2013	1359.46	1359.48	1323.54	1325.27
11/8/2013	1326.04	1346.79	1317.95	1345.82
11/11/2013	1342.41	1345.2	1336.42	1339.49
11/12/2013	1331.95	1331.95	1308.52	1314.96
11/13/2013	1296.34	1315.34	1287.22	1315.04
11/14/2013	1316.4	1326.05	1309.43	1323.28
11/15/2013	1327.9	1338.85	1325.99	1336.39
11/18/2013	1342.44	1351.07	1335.57	1338.83
11/19/2013	1341.62	1346.59	1326.06	1331.27
11/20/2013	1340.3	1344.62	1318.34	1322.77
11/21/2013	1323.3	1324.55	1312.97	1316.87
11/22/2013	1315.84	1316.35	1308.58	1312.5
11/25/2013	1310.6	1311.53	1296.05	1298.32
11/26/2013	1293.46	1293.46	1280.92	1284.69
11/27/2013	1293.66	1298.09	1288.57	1290.63
11/29/2013	1306.46	1314.28	1306.43	1308.09
12/2/2013	1308.39	1311.03	1295	1295.28
12/3/2013	1292.58	1308.49	1287.8	1294.59
12/4/2013	1296.82	1309.49	1294.65	1305.68
12/5/2013	1309.71	1320.92	1307.81	1312.28
12/6/2013	1325.07	1330.37	1315.34	1319.14
12/9/2013	1321.65	1336.02	1321.46	1333.91
12/10/2013	1334.1	1338.9	1324.27	1326.02
12/11/2013	1323.79	1323.79	1293.2	1295.59
12/12/2013	1296.42	1296.42	1281.31	1290.04
12/13/2013	1293.93	1299.52	1291.95	1298.07
12/16/2013	1303.87	1313.22	1303.11	1309.94
12/17/2013	1312.88	1316.49	1305.28	1310.6
12/18/2013	1311.73	1329.69	1300.95	1324.46
12/19/2013	1323.97	1344.63	1323.5	1338.86
12/20/2013	1339.09	1339.28	1321.31	1321.31
12/23/2013	1321.31	1342.43	1321.31	1340.77
12/24/2013	1340.88	1360.01	1340.35	1355.7
12/26/2013	1356.92	1364.29	1355.21	1356.39
12/27/2013	1363.2	1378.72	1361.4	1378.72
12/30/2013	1379.09	1386.24	1373.06	1375.22
12/31/2013	1376.02	1384.32	1375.03	1380.24
1/2/2014	1367.98	1367.98	1345.11	1351.28
1/3/2014	1354.01	1356.31	1341.91	1347.58
1/6/2014	1341.62	1341.62	1323.96	1327.56
1/7/2014	1331.98	1333.63	1317.98	1320.55
1/8/2014	1320.78	1323.72	1314.02	1318.59
1/9/2014	1317.11	1317.34	1298.89	1302.84
1/10/2014	1307.37	1316.42	1307.37	1315.54
1/13/2014	1315.28	1321.88	1296.53	1300.34
1/14/2014	1304.98	1314.17	1301.62	1314.09
1/15/2014	1316.05	1327.46	1316.05	1324.65
1/16/2014	1341.34	1345.59	1329.91	1331.24
1/17/2014	1338.15	1339.87	1324.31	1327.06
1/21/2014	1313.79	1316.65	1294.77	1300.16
1/22/2014	1304.55	1307.49	1298.92	1304.11
1/23/2014	1303.7	1303.7	1279.01	1285.16
1/24/2014	1276.04	1276.04	1237.17	1237.44
1/27/2014	1244.44	1247.71	1217.56	1232.18
1/28/2014	1251.19	1257.25	1246.28	1256.83
1/29/2014	1245.79	1264.95	1235.94	1250.58
1/30/2014	1263.91	1266.21	1249.07	1261.16
1/31/2014	1249.94	1266.3	1241.15	1254.55
2/3/2014	1253.89	1254.8	1209.92	1210.61
2/4/2014	1210.61	1233.54	1210.61	1229.62
2/5/2014	1231	1238.63	1223.28	1234.04
2/6/2014	1243.77	1270.82	1243.77	1269.54
2/7/2014	1277.2	1281.23	1263.58	1279.92
2/10/2014	1273.85	1273.85	1256.2	1258.93
2/11/2014	1265.16	1292.98	1264.89	1290.66
2/12/2014	1298.83	1302.59	1291.56	1294.57
2/13/2014	1285.56	1305.96	1284.19	1305.38
2/14/2014	1309.8	1326.55	1308.76	1324.5
2/18/2014	1320.95	1321.53	1310.58	1310.82
2/19/2014	1298.05	1309.03	1293.31	1295.31
2/20/2014	1294.81	1305.75	1291.02	1300.59
2/21/2014	1302.66	1303.2	1290.35	1293.15
2/24/2014	1288.32	1290.45	1278.51	1278.51
2/25/2014	1272.37	1272.37	1247.62	1251.73
2/26/2014	1252.26	1258.96	1243.65	1251.73
2/27/2014	1258.07	1269.57	1254.4	1269.49
2/28/2014	1266.65	1266.65	1252.94	1259.09
3/3/2014	1243.4	1243.4	1225.12	1233.22
3/4/2014	1246.8	1255.14	1243.8	1253.51
3/5/2014	1253.51	1253.51	1244.84	1248.07
3/6/2014	1252.58	1268.63	1252.58	1260.49
3/7/2014	1254.76	1254.76	1229.34	1234.92
3/10/2014	1225.41	1225.41	1202.04	1213.62
3/11/2014	1217.48	1225.3	1202.06	1204.21
3/12/2014	1202.47	1217.88	1201.37	1209.58
3/13/2014	1217.61	1222.18	1187.17	1189.46
3/14/2014	1191.92	1205.77	1191.4	1200.37
3/17/2014	1208.64	1224.35	1207.03	1212.36
3/18/2014	1209.58	1232.05	1208.39	1230.02
