Date,Open,High,Low,Close
2009-09-21,1477.93,1477.93,1431.92,1458.15
2009-09-22,1458.15,1505.38,1458.15,1497.85
2009-09-23,1497.85,1518.31,1473.66,1474.73
2009-09-24,1474.73,1488.29,1420.59,1434.70
2009-09-25,1434.70,1446.32,1408.76,1418.95
2009-09-28,1418.95,1458.50,1412.48,1445.03
2009-09-29,1445.03,1461.02,1435.53,1441.48
2009-09-30,1441.48,1459.83,1418.02,1432.84
2009-10-01,1432.84,1434.35,1367.99,1368.88
2009-10-02,1368.88,1376.12,1327.25,1367.24
2009-10-05,1367.24,1425.23,1367.24,1421.42
2009-10-06,1421.42,1461.60,1416.85,1438.68
2009-10-07,1438.68,1456.75,1427.57,1449.49
2009-10-08,1449.49,1499.53,1449.49,1492.51
2009-10-09,1492.51,1502.52,1478.58,1496.78
2009-10-12,1496.78,1523.58,1483.39,1494.59
2009-10-13,1494.59,1510.39,1476.75,1505.92
2009-10-14,1505.92,1589.93,1505.92,1585.78
2009-10-15,1585.78,1611.66,1569.88,1606.48
2009-10-16,1606.48,1606.48,1558.75,1563.62
2009-10-19,1563.62,1597.44,1562.04,1587.41
2009-10-20,1587.41,1587.41,1530.13,1562.24
2009-10-21,1562.24,1609.03,1546.96,1569.18
2009-10-22,1569.18,1570.64,1524.43,1561.00
2009-10-23,1561.00,1582.13,1530.30,1537.70
2009-10-26,1537.70,1581.87,1503.07,1510.36
2009-10-27,1510.36,1510.95,1445.70,1447.52
2009-10-28,1447.52,1447.52,1354.45,1359.07
2009-10-29,1359.07,1457.77,1359.07,1445.14
2009-10-30,1445.14,1451.94,1360.83,1383.49
2009-11-02,1383.49,1435.07,1359.66,1395.01
2009-11-03,1395.01,1430.19,1357.26,1419.07
2009-11-04,1419.07,1469.79,1419.07,1433.74
2009-11-05,1433.74,1485.32,1433.74,1485.16
2009-11-06,1485.16,1508.01,1467.25,1484.31
2009-11-09,1484.31,1549.97,1484.31,1544.58
2009-11-10,1544.58,1546.38,1510.69,1535.80
2009-11-11,1535.80,1573.29,1535.80,1546.23
2009-11-12,1546.23,1556.58,1507.73,1512.33
2009-11-13,1512.33,1554.65,1510.05,1546.36
2009-11-16,1546.36,1622.86,1546.36,1610.15
2009-11-17,1610.15,1627.62,1584.33,1626.51
2009-11-18,1626.51,1636.55,1600.30,1612.88
2009-11-19,1612.88,1612.88,1553.52,1584.41
2009-11-20,1584.41,1584.66,1548.99,1580.65
2009-11-23,1580.65,1634.26,1580.65,1600.56
2009-11-24,1600.56,1604.08,1580.86,1601.69
2009-11-25,1601.69,1634.32,1601.69,1631.86
2009-11-27,1631.86,1631.86,1554.89,1583.28
2009-11-30,1589.92,1605.86,1572.17,1586.22
2009-12-01,1586.22,1648.25,1586.22,1629.41
2009-12-02,1629.41,1668.27,1629.41,1655.47
2009-12-03,1655.47,1669.02,1619.83,1623.53
2009-12-04,1623.53,1671.08,1586.66,1609.07
2009-12-07,1609.07,1636.92,1606.25,1615.77
2009-12-08,1615.77,1615.77,1562.83,1571.63
2009-12-09,1571.63,1612.01,1562.33,1609.72
2009-12-10,1609.72,1629.74,1602.94,1611.67
2009-12-11,1611.67,1636.52,1611.67,1630.09
2009-12-14,1630.09,1663.33,1630.09,1663.07
2009-12-15,1663.07,1670.55,1646.90,1652.29
2009-12-16,1652.29,1676.71,1652.29,1664.36
2009-12-17,1664.36,1664.36,1617.60,1620.24
2009-12-18,1620.24,1639.43,1607.65,1624.70
2009-12-21,1624.70,1657.86,1624.70,1648.94
2009-12-22,1648.94,1664.36,1638.95,1662.77
2009-12-23,1662.77,1699.17,1662.77,1696.02
2009-12-24,1696.02,1723.50,1696.02,1719.96
2009-12-28,1719.96,1740.69,1706.53,1712.22
2009-12-29,1712.22,1729.79,1707.57,1710.24
2009-12-30,1710.24,1720.49,1694.15,1717.57
2009-12-31,1717.57,1727.11,1699.26,1699.33
2010-01-04,1699.33,1771.28,1699.33,1770.72
2010-01-05,1770.72,1796.94,1767.13,1785.33
2010-01-06,1785.33,1834.36,1783.68,1827.25
2010-01-07,1827.25,1827.25,1794.30,1819.66
2010-01-08,1819.66,1872.38,1819.66,1866.62
2010-01-11,1866.62,1899.97,1846.59,1854.39
2010-01-12,1854.39,1854.39,1791.39,1810.87
2010-01-13,1810.87,1831.63,1794.09,1829.92
2010-01-14,1829.92,1846.96,1825.08,1835.10
2010-01-15,1835.10,1835.10,1789.12,1795.31
2010-01-19,1795.31,1837.79,1795.31,1837.79
2010-01-20,1837.79,1837.79,1756.34,1782.37
2010-01-21,1782.37,1782.37,1676.89,1678.35
2010-01-22,1678.35,1687.83,1618.51,1623.43
2010-01-25,1623.43,1672.93,1623.43,1630.71
2010-01-26,1630.71,1630.71,1578.79,1584.69
2010-01-27,1584.69,1595.05,1530.21,1565.24
2010-01-28,1565.24,1581.47,1515.03,1528.73
2010-01-29,1528.73,1572.19,1496.42,1504.69
2010-02-01,1504.69,1594.28,1504.69,1594.24
2010-02-02,1594.24,1628.86,1586.25,1622.40
2010-02-03,1622.40,1628.21,1591.87,1593.06
2010-02-04,1593.06,1593.06,1486.70,1487.41
2010-02-05,1487.41,1504.84,1433.18,1504.84
2010-02-08,1504.84,1526.30,1472.30,1476.99
2010-02-09,1546.13,1546.13,1546.13,1546.13
2010-02-10,1546.13,1546.71,1502.14,1524.14
2010-02-11,1524.14,1581.22,1519.03,1579.99
2010-02-12,1579.99,1586.87,1529.34,1581.16
2010-02-16,1581.16,1646.24,1581.16,1641.89
2010-02-17,1641.89,1656.20,1621.38,1638.61
2010-02-18,1638.61,1667.10,1630.37,1663.18
2010-02-19,1663.18,1685.94,1644.80,1673.82
2010-02-22,1673.82,1688.42,1669.93,1673.20
2010-02-23,1673.20,1673.20,1604.21,1617.29
2010-02-24,1617.29,1640.93,1607.20,1617.97
2010-02-25,1617.97,1629.03,1558.50,1628.32
2010-02-26,1628.32,1641.38,1599.48,1637.32
2010-03-01,1637.32,1672.35,1636.55,1671.89
2010-03-02,1671.89,1715.40,1671.89,1696.51
2010-03-03,1696.51,1747.50,1696.51,1715.53
2010-03-04,1715.53,1734.58,1703.93,1727.17
2010-03-05,1727.17,1782.10,1727.17,1781.07
2010-03-08,1781.07,1799.17,1774.22,1787.26
2010-03-09,1787.26,1803.99,1765.95,1788.24
2010-03-10,1788.24,1814.70,1785.22,1800.92
2010-03-11,1800.92,1800.92,1765.30,1793.11
2010-03-12,1812.32,1822.44,1799.08,1806.32
2010-03-15,1806.32,1806.32,1771.80,1790.47
2010-03-16,1790.47,1833.91,1790.47,1832.61
2010-03-17,1832.61,1857.00,1822.20,1826.92
2010-03-18,1826.92,1832.25,1793.07,1798.19
2010-03-19,1798.19,1810.17,1757.10,1771.53
2010-03-22,1771.53,1797.05,1732.63,1792.86
2010-03-23,1792.86,1856.28,1792.86,1855.16
2010-03-24,1855.16,1855.16,1827.51,1838.68
2010-03-25,1838.68,1868.38,1806.72,1809.15
2010-03-26,1809.15,1854.89,1809.15,1836.79
2010-03-29,1836.79,1892.71,1836.79,1892.43
2010-03-30,1892.43,1901.87,1864.60,1881.27
2010-03-31,1881.27,1924.80,1875.37,1879.39
2010-04-01,1879.39,1932.83,1879.39,1929.76
2010-04-05,1929.76,1977.43,1929.76,1976.53
2010-04-06,1976.53,1993.49,1967.73,1977.70
2010-04-07,2076.14,2076.14,1931.49,1944.90
2010-04-08,1944.90,1954.17,1908.93,1952.35
2010-04-09,1952.35,1965.76,1943.64,1957.87
2010-04-12,1957.87,1969.38,1941.76,1948.88
2010-04-13,1948.88,1951.67,1925.42,1943.57
2010-04-14,1943.57,1975.93,1943.57,1974.33
2010-04-15,1974.33,1974.33,1935.28,1937.65
2010-04-16,1937.65,1937.65,1866.27,1883.29
2010-04-19,1883.29,1883.29,1829.52,1859.20
2010-04-20,1859.20,1890.37,1859.20,1865.45
2010-04-21,1865.45,1874.77,1831.56,1856.31
2010-04-22,1856.31,1856.31,1803.07,1854.98
2010-04-23,1854.98,1875.58,1846.08,1875.18
2010-04-26,1875.18,1911.20,1875.18,1882.60
2010-04-27,1882.60,1882.60,1778.54,1783.11
2010-04-28,1783.11,1806.24,1766.39,1791.57
2010-04-29,1791.57,1814.26,1791.57,1801.91
2010-04-30,2415.20,2415.20,1749.69,1752.11
2010-05-03,1752.11,1762.58,1711.33,1727.79
2010-05-04,1727.80,1727.80,1644.12,1655.88
2010-05-05,1655.88,1694.87,1606.66,1657.68
2010-05-06,1657.68,1689.79,1493.35,1590.76
2010-05-07,1590.76,1624.94,1532.34,1589.94
2010-05-10,1589.94,1720.72,1589.94,1719.43
2010-05-11,1719.43,1719.43,1667.28,1670.85
2010-05-12,1670.85,1704.48,1670.85,1699.16
2010-05-13,1699.16,1729.03,1680.95,1688.20
2010-05-14,1688.20,1688.20,1594.63,1619.66
2010-05-17,1619.66,1619.66,1532.63,1577.91
2010-05-18,1577.91,1623.21,1535.07,1538.64
2010-05-19,1538.64,1538.64,1475.23,1516.83
2010-05-20,1516.83,1516.83,1406.21,1419.07
2010-05-21,1419.07,1492.58,1404.31,1490.97
2010-05-24,1490.97,1507.05,1463.24,1464.03
2010-05-25,1464.03,1490.34,1391.80,1488.84
2010-05-26,1488.84,1549.32,1475.10,1484.30
2010-05-27,1484.30,1591.82,1484.30,1591.15
2010-05-28,1591.15,1592.44,1540.55,1560.17
2010-06-01,1560.17,1567.88,1495.95,1496.06
2010-06-02,1496.06,1603.64,1496.06,1603.02
2010-06-03,1603.02,1620.13,1551.80,1581.32
2010-06-04,1581.32,1581.32,1488.55,1497.82
2010-06-07,1497.82,1505.68,1455.54,1457.36
2010-06-08,1457.36,1490.13,1451.15,1488.83
2010-06-09,1488.83,1539.69,1486.43,1494.28
2010-06-10,1494.28,1568.76,1494.28,1568.46
2010-06-11,1568.46,1584.97,1546.22,1584.01
2010-06-14,1584.01,1632.25,1584.01,1589.81
2010-06-15,1589.81,1639.23,1589.81,1637.75
2010-06-16,1637.75,1638.20,1615.38,1624.94
2010-06-17,1624.94,1630.88,1582.00,1598.62
2010-06-18,1598.62,1607.53,1590.85,1597.74
2010-06-21,1597.74,1672.88,1597.74,1631.20
2010-06-22,1631.20,1647.88,1595.53,1598.10
2010-06-23,1598.10,1625.56,1578.87,1618.12
2010-06-24,1618.12,1618.12,1567.09,1570.01
2010-06-25,1570.01,1593.52,1548.87,1590.67
2010-06-28,1590.67,1592.23,1555.67,1559.75
2010-06-29,1559.75,1559.75,1459.91,1468.87
2010-06-30,1468.87,1510.64,1436.49,1441.22
2010-07-01,1441.22,1468.39,1406.70,1442.24
2010-07-02,1442.24,1462.71,1426.01,1439.47
2010-07-06,1439.47,1497.76,1439.47,1456.43
2010-07-07,1456.43,1515.13,1453.60,1514.72
2010-07-08,1514.72,1537.17,1505.12,1536.96
2010-07-09,1536.96,1577.20,1534.56,1573.12
2010-07-12,1573.12,1573.12,1514.53,1523.42
2010-07-13,1523.42,1559.36,1523.42,1549.37
2010-07-14,1549.37,1557.36,1527.89,1545.47
2010-07-15,1545.47,1545.47,1504.67,1528.26
2010-07-16,1528.26,1528.26,1475.90,1479.19
2010-07-19,1479.19,1507.50,1478.65,1493.75
2010-07-20,1493.75,1567.98,1481.94,1564.77
2010-07-21,1564.77,1601.30,1552.18,1563.50
2010-07-22,1563.50,1636.48,1563.50,1628.66
2010-07-23,1628.66,1670.84,1617.70,1668.42
2010-07-26,1668.42,1678.52,1651.51,1675.35
2010-07-27,1675.35,1687.99,1634.27,1647.16
2010-07-28,1647.16,1647.94,1620.60,1627.05
2010-07-29,1627.05,1661.31,1609.00,1630.05
2010-07-30,1630.05,1638.85,1599.48,1625.73
2010-08-02,1625.73,1697.05,1625.73,1691.79
2010-08-03,1691.79,1699.83,1674.12,1687.96
2010-08-04,1687.96,1708.68,1676.70,1705.76
2010-08-05,1705.76,1705.76,1686.08,1703.08
2010-08-06,1703.08,1715.61,1682.42,1704.97
2010-08-09,1704.97,1722.13,1701.68,1711.70
2010-08-10,1711.70,1711.70,1663.25,1682.30
2010-08-11,1682.30,1682.30,1596.32,1597.52
2010-08-12,1597.52,1606.46,1564.19,1597.29
2010-08-13,1597.29,1612.89,1591.95,1593.29
2010-08-16,1593.29,1624.45,1586.85,1615.05
2010-08-17,1615.05,1664.17,1615.05,1651.14
2010-08-18,1651.14,1667.50,1637.35,1658.94
2010-08-19,1658.94,1677.57,1621.64,1630.30
2010-08-20,1630.30,1630.30,1593.71,1614.62
2010-08-23,1614.62,1628.56,1579.13,1579.32
2010-08-24,1579.32,1579.32,1528.06,1534.31
2010-08-25,1534.31,1537.02,1498.52,1533.04
2010-08-26,1533.04,1560.26,1518.57,1521.06
2010-08-27,1521.06,1575.30,1517.01,1575.28
2010-08-30,1575.28,1575.44,1537.30,1537.38
2010-08-31,1537.38,1573.87,1534.48,1556.46
2010-09-01,1556.46,1641.61,1556.46,1640.50
2010-09-02,1640.50,1651.39,1623.91,1651.38
2010-09-03,1651.38,1682.15,1651.38,1664.37
2010-09-07,1664.37,1669.98,1635.67,1654.65
2010-09-08,1654.65,1690.84,1654.65,1672.46
2010-09-09,1672.46,1704.53,1661.55,1672.01
2010-09-10,1672.01,1684.13,1663.15,1674.39
2010-09-13,1674.39,1721.15,1674.39,1718.72
2010-09-14,1718.72,1718.72,1637.51,1701.54
2010-09-15,1701.54,1701.54,1679.34,1693.23
2010-09-16,1693.23,1697.55,1679.74,1691.36
2010-09-17,1691.36,1699.81,1669.56,1674.96
2010-09-20,1674.96,1688.57,1660.61,1687.73
2010-09-21,1687.73,1692.48,1665.27,1681.83
2010-09-22,1681.83,1714.38,1678.93,1683.74
2010-09-23,1683.74,1683.74,1653.71,1657.64
2010-09-24,1657.64,1703.66,1657.64,1701.44
2010-09-27,1701.44,1716.82,1693.79,1703.03
2010-09-28,1703.03,1727.38,1686.01,1723.81
2010-09-29,1723.81,1731.86,1710.08,1722.59
2010-09-30,1722.59,1750.12,1707.34,1723.67
2010-10-01,1723.68,1755.04,1723.68,1750.22
2010-10-04,1750.22,1750.22,1706.55,1718.08
2010-10-05,1718.08,1766.99,1718.08,1760.81
2010-10-06,1760.81,1785.41,1760.81,1773.27
2010-10-07,1773.27,1785.27,1744.41,1761.22
2010-10-08,1761.22,1803.27,1761.22,1798.29
2010-10-11,1798.29,1812.18,1789.90,1794.75
2010-10-12,1794.75,1794.75,1752.27,1777.62
2010-10-13,1777.62,1818.02,1777.62,1805.25
2010-10-14,1805.25,1814.44,1786.34,1800.12
2010-10-15,1800.12,1809.44,1766.17,1792.68
2010-10-18,1792.68,1801.02,1772.90,1797.33
2010-10-19,1797.33,1797.33,1723.17,1733.75
2010-10-20,1733.75,1779.61,1733.75,1770.89
2010-10-21,1770.89,1782.57,1719.61,1747.07
2010-10-22,1747.07,1758.82,1738.08,1744.44
2010-10-25,1744.44,1783.32,1744.44,1766.70
2010-10-26,1766.70,1766.70,1722.12,1749.01
2010-10-27,1749.01,1749.01,1706.40,1728.73
2010-10-28,1728.73,1753.35,1727.18,1735.31
2010-10-29,1735.31,1751.67,1729.16,1751.45
2010-11-01,1751.45,1782.00,1751.45,1764.69
2010-11-02,1764.69,1803.54,1764.69,1799.18
2010-11-03,1799.18,1803.41,1770.20,1800.10
2010-11-04,1800.10,1871.12,1800.10,1871.00
2010-11-05,1871.00,1892.52,1868.03,1884.40
2010-11-08,1884.40,1884.40,1860.48,1877.04
2010-11-09,1877.04,1896.54,1834.29,1845.33
2010-11-10,1845.33,1861.81,1816.89,1861.47
2010-11-11,1861.48,1865.92,1840.76,1862.11
2010-11-12,1862.11,1862.11,1804.41,1817.30
2010-11-15,1817.30,1834.52,1811.55,1811.95
2010-11-16,1811.95,1811.95,1743.47,1759.53
2010-11-17,1759.53,1779.12,1749.49,1753.46
2010-11-18,1753.46,1810.08,1753.46,1799.80
2010-11-19,1799.80,1814.01,1775.62,1809.65
2010-11-22,1809.65,1809.65,1775.59,1805.76
2010-11-23,1805.76,1805.76,1744.62,1754.86
2010-11-24,1754.86,1786.37,1754.86,1785.70
2010-11-26,1785.70,1785.70,1754.29,1761.89
2010-11-29,1761.89,1768.21,1727.41,1764.72
2010-11-30,1764.72,1782.23,1733.20,1757.32
2010-12-01,1757.32,1823.61,1757.32,1821.77
2010-12-02,1821.77,1873.76,1821.77,1871.02
2010-12-03,1871.02,1897.92,1866.49,1896.56
2010-12-06,1896.56,1910.63,1894.66,1906.30
2010-12-07,1906.30,1955.11,1906.30,1912.27
2010-12-08,1912.27,1925.58,1884.49,1892.29
2010-12-09,1892.29,1914.80,1888.78,1902.48
2010-12-10,1902.48,1922.04,1892.30,1920.21
2010-12-13,1920.21,1975.11,1920.21,1958.01
2010-12-14,1958.01,1965.68,1943.09,1954.75
2010-12-15,1954.76,1958.08,1928.28,1933.89
2010-12-16,1933.89,1958.40,1923.83,1958.21
2010-12-17,1958.21,1988.08,1951.92,1982.91
2010-12-20,1982.91,1995.96,1970.87,1975.39
2010-12-21,1975.39,2025.27,1975.39,2017.54
2010-12-22,2017.55,2017.55,2004.75,2014.76
2010-12-23,2014.76,2014.76,1994.36,2001.93
2010-12-27,2001.93,2001.93,1974.71,1986.01
2010-12-28,1986.02,1989.91,1975.54,1980.23
2010-12-29,1980.23,2000.36,1980.23,1994.72
2010-12-30,1994.72,2018.46,1994.72,2004.78
2010-12-31,2004.78,2017.13,1999.72,2008.21
2011-01-03,2008.21,2059.85,2008.21,2043.96
2011-01-04,2043.96,2066.53,2019.41,2057.76
2011-01-05,2057.76,2067.63,2025.69,2060.38
2011-01-06,2060.38,2063.64,2031.73,2035.17
2011-01-07,2035.17,2043.32,1991.61,2012.07
2011-01-10,2012.07,2012.07,1983.65,2002.55
2011-01-11,2002.55,2048.91,2002.55,2047.10
2011-01-12,2047.10,2085.97,2047.10,2084.73
2011-01-13,2084.73,2089.06,2049.93,2053.71
2011-01-14,2053.71,2058.13,2036.19,2046.95
2011-01-18,2046.95,2076.44,2046.95,2075.14
2011-01-19,2075.14,2077.82,2013.81,2021.97
2011-01-20,2021.97,2021.97,1972.63,2001.23
2011-01-21,2001.23,2034.74,1988.77,1991.56
2011-01-24,1991.56,2038.52,1991.56,2025.27
2011-01-25,2025.27,2025.27,1986.17,2023.91
2011-01-26,2033.46,2095.11,2033.46,2091.48
2011-01-27,2091.48,2091.48,2039.21,2050.54
2011-01-28,2050.54,2050.54,1979.42,1985.14
2011-01-31,1985.14,2020.64,1985.14,2019.70
2011-02-01,2019.70,2081.52,2019.70,2075.84
2011-02-02,2075.84,2102.50,2068.46,2076.24
2011-02-03,2076.24,2087.41,2043.97,2083.94
2011-02-04,2083.94,2089.17,2042.27,2068.52
2011-02-07,2068.52,2095.59,2068.52,2079.53
2011-02-08,2079.53,2100.39,2075.66,2099.42
2011-02-09,2099.42,2099.42,2040.98,2054.06
2011-02-10,2054.06,2070.66,2034.31,2062.90
2011-02-11,2062.90,2077.83,2043.23,2073.27
2011-02-14,2073.27,2112.89,2073.27,2108.00
2011-02-15,2108.00,2116.98,2087.51,2095.30
2011-02-16,2095.30,2121.02,2095.30,2117.96
2011-02-17,2117.96,2144.70,2108.32,2141.94
2011-02-18,2141.94,2141.94,2105.57,2117.08
2011-02-22,2117.08,2117.08,2018.69,2021.26
2011-02-23,2021.26,2034.62,1963.97,2000.21
2011-02-24,2000.21,2024.65,1971.50,2004.29
2011-02-25,2004.29,2035.58,2004.29,2022.15
2011-02-28,2022.15,2056.17,2022.15,2042.31
2011-03-01,2042.31,2054.86,1990.10,1992.32
2011-03-02,1992.32,2027.98,1989.85,2012.46
2011-03-03,2012.46,2070.16,2012.46,2068.81
2011-03-04,2068.81,2068.81,2029.84,2049.01
2011-03-07,2049.01,2051.92,1979.25,1989.86
2011-03-08,1989.86,2011.14,1955.48,1996.67
2011-03-09,1996.67,1996.67,1958.14,1972.24
2011-03-10,1972.24,1972.24,1906.23,1909.48
2011-03-11,1909.48,1953.17,1902.70,1946.62
2011-03-14,1946.62,1971.04,1936.38,1966.00
2011-03-15,1966.00,1966.00,1882.39,1944.32
2011-03-16,1944.32,1954.72,1872.34,1894.27
2011-03-17,1894.27,1956.85,1894.27,1935.62
2011-03-18,1935.62,1970.76,1935.62,1948.38
2011-03-21,1948.38,1983.75,1948.38,1983.74
2011-03-22,1983.74,1983.74,1958.26,1971.36
2011-03-23,1971.36,2007.95,1963.75,1996.54
2011-03-24,1996.54,2019.80,1986.72,2015.10
2011-03-25,2015.10,2037.98,2009.06,2017.49
2011-03-28,2017.49,2037.12,2011.18,2011.68
2011-03-29,2011.68,2051.95,2009.15,2048.58
2011-03-30,2048.58,2073.80,2044.71,2068.13
2011-03-31,2068.13,2068.55,2052.17,2055.06
2011-04-01,2055.06,2073.86,2044.50,2064.55
2011-04-04,2064.55,2089.78,2064.55,2087.70
2011-04-05,2087.70,2110.71,2076.14,2098.84
2011-04-06,2098.84,2115.81,2078.36,2082.91
2011-04-07,2082.91,2092.94,2060.82,2067.73
2011-04-08,2067.73,2091.36,2053.07,2061.00
2011-04-11,2061.00,2070.29,2026.68,2040.05
2011-04-12,2040.05,2040.05,1989.39,1998.56
2011-04-13,1998.56,2014.43,1973.88,1987.63
2011-04-14,1987.63,1994.23,1972.04,1985.43
2011-04-15,1985.43,1991.67,1968.65,1990.90
2011-04-18,1990.90,1990.90,1916.61,1943.47
2011-04-19,1943.47,1988.79,1943.47,1988.52
2011-04-20,1988.52,2035.69,1988.52,2028.58
2011-04-21,2028.58,2047.69,2028.58,2039.43
2011-04-25,2039.43,2041.86,2018.29,2029.12
2011-04-26,2029.12,2054.30,2026.23,2045.11
2011-04-27,2045.11,2047.15,2004.10,2039.90
2011-04-28,2039.90,2041.55,2018.36,2030.81
2011-04-29,2030.81,2052.11,2026.56,2044.96
2011-05-02,2044.96,2050.71,2010.11,2015.51
2011-05-03,2015.51,2015.51,1969.33,1984.42
2011-05-04,1984.42,1984.42,1931.89,1944.83
2011-05-05,1944.83,1948.09,1897.35,1909.85
2011-05-06,1909.85,1951.51,1908.29,1920.11
2011-05-09,1920.11,1955.80,1913.37,1948.18
2011-05-10,1948.18,1965.64,1939.41,1964.30
2011-05-11,1964.30,1964.30,1892.39,1899.27
2011-05-12,1899.27,1920.09,1871.03,1907.06
2011-05-13,1907.06,1907.58,1855.75,1864.69
2011-05-16,1864.69,1904.83,1856.72,1860.55
2011-05-17,1860.55,1869.09,1837.70,1863.68
2011-05-18,1863.68,1895.01,1859.76,1887.85
2011-05-19,1887.85,1896.28,1867.25,1879.48
2011-05-20,1879.48,1879.48,1841.91,1847.84
2011-05-23,1847.84,1847.84,1803.70,1823.04
2011-05-24,1823.04,1861.22,1823.04,1841.65
2011-05-25,1841.65,1862.35,1833.76,1853.62
2011-05-26,1853.62,1876.15,1844.38,1872.25
2011-05-27,1872.25,1906.51,1872.25,1894.83
2011-05-31,1894.83,1924.54,1886.30,1914.24
2011-06-01,1914.24,1914.24,1857.32,1861.17
2011-06-02,1861.17,1876.93,1845.30,1869.92
2011-06-03,1869.92,1869.92,1837.41,1843.80
2011-06-06,1843.80,1852.24,1818.05,1822.24
2011-06-07,1822.24,1857.69,1822.24,1833.96
2011-06-08,1833.96,1836.21,1808.19,1813.93
2011-06-09,1813.93,1843.61,1813.93,1833.92
2011-06-10,1833.92,1834.85,1804.32,1813.05
2011-06-13,1813.05,1818.84,1777.54,1791.67
2011-06-14,1791.67,1833.43,1791.67,1826.61
2011-06-15,1826.61,1826.61,1774.49,1780.94
2011-06-16,1780.94,1781.52,1736.92,1759.90
2011-06-17,1759.90,1779.93,1750.94,1759.30
2011-06-20,1759.30,1780.70,1753.10,1773.05
2011-06-21,1773.05,1822.70,1773.05,1817.36
2011-06-22,1817.36,1834.01,1809.84,1810.38
2011-06-23,1810.38,1810.38,1762.98,1807.22
2011-06-24,1807.22,1827.46,1794.04,1796.78
2011-06-27,1796.78,1814.57,1780.37,1806.22
2011-06-28,1806.22,1846.46,1806.22,1846.16
2011-06-29,1846.16,1887.32,1846.16,1876.17
2011-06-30,1876.17,1906.33,1876.17,1896.64
2011-07-01,1896.64,1935.78,1887.22,1932.24
2011-07-05,1932.24,1932.27,1911.13,1916.76
2011-07-06,1916.76,1916.76,1886.37,1902.25
2011-07-07,1902.25,1942.22,1902.25,1935.06
2011-07-08,1935.06,1935.06,1895.53,1914.79
2011-07-11,1914.79,1914.79,1854.41,1858.82
2011-07-12,1858.82,1869.06,1843.32,1845.60
2011-07-13,1845.60,1893.91,1845.60,1868.42
2011-07-14,1868.42,1879.32,1829.10,1835.11
2011-07-15,1835.11,1856.58,1830.97,1856.46
2011-07-18,1856.46,1856.46,1816.79,1823.23
2011-07-19,1823.23,1861.54,1823.23,1861.17
2011-07-20,1861.17,1871.05,1854.91,1862.24
2011-07-21,1862.24,1903.48,1862.24,1901.77
2011-07-22,1901.77,1904.03,1887.36,1898.89
2011-07-25,1898.89,1898.89,1880.55,1887.86
2011-07-26,1887.86,1887.86,1849.69,1854.35
2011-07-27,1854.35,1854.35,1806.28,1809.61
2011-07-28,1809.61,1826.39,1795.71,1798.03
2011-07-29,1798.03,1806.89,1765.64,1795.18
2011-08-01,1795.18,1826.53,1765.83,1779.40
2011-08-02,1779.40,1779.40,1714.91,1714.97
2011-08-03,1714.97,1720.88,1655.84,1700.63
2011-08-04,1700.63,1700.63,1561.47,1561.47
2011-08-05,1561.47,1603.30,1484.48,1541.60
2011-08-08,1541.60,1541.60,1367.50,1368.87
2011-08-09,1368.87,1466.69,1362.84,1466.16
2011-08-10,1466.15,1466.15,1382.50,1387.84
2011-08-11,1387.84,1483.75,1387.84,1468.06
2011-08-12,1468.06,1504.71,1468.06,1491.78
2011-08-15,1491.78,1534.69,1491.78,1531.19
2011-08-16,1531.19,1531.19,1485.45,1495.24
2011-08-17,1495.24,1524.98,1486.45,1500.98
2011-08-18,1500.98,1500.98,1387.16,1399.33
2011-08-19,1399.33,1427.19,1367.74,1368.88
2011-08-22,1368.88,1411.37,1359.79,1362.83
2011-08-23,1362.83,1420.38,1361.56,1420.38
2011-08-24,1420.38,1437.24,1397.23,1431.25
2011-08-25,1431.25,1447.56,1390.80,1398.45
2011-08-26,1398.45,1441.06,1363.95,1440.79
2011-08-29,1440.79,1504.58,1440.79,1503.99
2011-08-30,1503.99,1522.67,1478.35,1514.22
2011-08-31,1514.22,1554.98,1514.22,1532.97
2011-09-01,1532.97,1543.99,1510.17,1511.23
2011-09-02,1511.23,1511.23,1437.24,1449.90
2011-09-06,1449.90,1449.90,1377.17,1416.22
2011-09-07,1416.22,1490.98,1416.22,1489.15
2011-09-08,1489.15,1490.98,1455.28,1463.16
2011-09-09,1402.35,1402.35,1402.35,1402.35
2011-09-12,1391.40,1391.40,1391.40,1391.40
2011-09-13,1391.40,1423.35,1382.24,1413.67
2011-09-14,1413.67,1447.20,1383.14,1428.36
2011-09-15,1428.36,1471.35,1428.36,1465.37
2011-09-16,1465.37,1471.62,1440.49,1452.31
2011-09-19,1452.31,1452.31,1385.99,1416.38
2011-09-20,1416.38,1427.99,1384.41,1385.27
2011-09-21,1385.27,1385.27,1310.13,1310.80
2011-09-22,1310.80,1310.80,1185.24,1202.05
2011-09-23,1202.05,1228.49,1190.31,1214.97
2011-09-26,1246.07,1246.07,1246.07,1246.07
2011-09-27,1246.07,1319.37,1246.07,1284.60
2011-09-28,1284.60,1288.48,1221.07,1224.64
2011-09-29,1224.64,1260.75,1204.10,1233.19
2011-09-30,1233.19,1233.19,1180.65,1182.19
2011-10-03,1182.19,1188.38,1120.11,1120.37
2011-10-04,1120.37,1158.37,1080.67,1157.42
2011-10-05,1157.42,1207.49,1149.20,1205.11
2011-10-06,1205.11,1258.82,1205.11,1258.42
2011-10-07,1258.42,1274.98,1217.89,1229.13
