Date,Open,High,Low,Close
2009-09-02,1243.49,1249.66,1221.22,1236.13
2009-09-03,1236.13,1275.60,1236.13,1272.83
2009-09-04,1272.83,1298.02,1258.85,1297.15
2009-09-08,1297.15,1346.57,1297.15,1345.77
2009-09-09,1345.77,1360.19,1336.24,1353.03
2009-09-10,1353.03,1389.35,1337.93,1389.35
2009-09-11,1389.35,1425.45,1387.41,1401.98
2009-09-14,1401.98,1413.27,1373.04,1413.24
2009-09-15,1413.24,1456.33,1409.47,1446.00
2009-09-16,1446.00,1497.57,1446.00,1492.04
2009-09-17,1507.57,1509.41,1471.00,1481.76
2009-09-18,1481.76,1494.03,1465.32,1477.93
