Labor Income Primary Metals
1117596442
1140652834
1151573824
1136709974
1156209250
1159350278
1159415813
1150214100
1144649016
1153752858
1147876128
1132647394
1127023800
1082659488
1095010944
1077023158
1083262349
1095715584
1105804045
1124718677
1112982996
1112512128
1106833728
1106970480
1092089645
1102449680
1102615104
1117331120
1121834364
1121251085
1126395802
1129852760
1132485301
1116800890
1115596950
1119295130
1133618460
1142027251
1135723618
1148364000
1142326820
1141548408
1147657421
1146392040
1158431456
1154426087
1169795052
1186618496
1190354880
1207118388
1218385674
1209825760
1229092738
1234885696
1247425130
1256613072
1256496494
1274747802
1288440692
1300194682
1299656743
1293481224
1289207437
1285780205
1279341107
1283782069
1251421860
1272252352
1265358248
1276162560
1295245082
1277323944
1283303216
1301712182
1290634906
1289638200
1306305000
1317346968
1307885616
1339775424
1347522528
1336921766
1335953050
1342474468
1340827675
1349942630
1357144734
1344488166
1347300864
1346611728
1348435968
1369652981
1373465160
1402176902
1407732278
1411866808
1428075421
1413626323
1409335046
1394442000
1403217446
1390605955
1357552000
1376829238
1374718003
1345623548
1339088872
1334565640
1333563479
1339307827
1347928134
1344301459
1375205040
1371425070
1395325764
1391903604
1404609468
1402865568
1419356822
1428641323
1435625318
1457999155
1457926800
1449979100
1433089152
1443878218
1470142050
1443001780
1417012704
1429027757
1446207168
1385951476
1388608213
1378799946
1344488397
1337244842
1313283024
1303650922
1299197700
1273781950
1261256690
1232771190
1207612470
1193136020
1176895386
1181315652
1183598035
1178589940
1190217600
1193488058
1191145914
1188806960
1180697258
1193124467
1183371941
1185464280
1174028138
1166278483
1159419520
1143293541
1137799760
1117855631
1107135167
1110093970
1117215418
1122472260
1132548262
1138801000
1142954418
1142188188
1142770580
1157867136
1172623410
1178915864
1169638184
1174114656
1179671976
1172033317
1166970590
1166753588
1172932500
1184916234
1180306327
1165440576
1169063280
1161845647
1168359192
1179094400
1187507696
1203503886
1214154252
1207255500
1235582006
1226293654
1224957564
1217683320
1228777639
1222668768
1218091666
1225591272
1229186112
1214637624
1229024983
1219008912
1199146160
1209601008
1206496059
1223572786
1218957854
1222059571
1216635420
1194926352
1187464435
1191032920
1189766760
1187105170
1209287347
1226888520
1246639709
1221347490
1226657440
1229750144
1208445000
1197747810
1172318621
1141051111
1079018820
1043055562
998236430.4
950582880
923316775.6
891965760
860571022.4
829185999.6
842159739.2
870795235.2
868976942
879049180.8
898926470.4
906400294.8
906077424
919831255.2
943279704
955271116.8
978502442.4
973886313.6
981955256.4
966458598
991081344
1003813724
1009370538
1025311898
1015863120
1053465283
1060020034
1077426000
1092224190
1088583079
1084680934
1070838490
1054456128
1072092787
1074009286
1095583356
1136251074
1124616854
1122176352
1146331243
1140493904
1150005120
1158779878
1154693443
1161209787
1150906893
1153587016
1166443800
1166332787
1153141441
1161696712
1147230739
1154249832
1159218166
1159305763
1180548408
1181341401
1193514920
1205134814
1217378323
1213629824
1214897376
1206146354
1217502437
1219413318
1235209776
1229278336
1236374304
1241774227
1244466643
1230366862
1233146250
1236618240
1244633947
1226864430
1209171706
1220332200
1204411648
1213939642
1224950432
1200489400
1181009688
1180785012
1169492392
1176956107
1161193672
1182885228
1188246870
1179101430
1178866748
1179100786
1180961808
1186512835
1171397248
1170115200
1164201167
1133016192
1162712718
1136581632
1148246814
1158838933
1153756375
1175721869
1165339560
1191517888
1179529540
1175973445
1189734826
1214732736
1210183805
1204634246
1217397884
1219670952
1230008112
1212087499
1213008070
1230726354
1243155276
1257353605
1251245280
1255202244
1252139148
1258131768
1240171412
1246315556
1242944486
1223395224
1243067126
1223519454
1218945941
1219723621
1229200380
1209521544
1221022728
1192086644
1007304250
985952073.6
1029237717
1040326350
1073159504
1083203654
1098017690
1106811248
1094383699
1103299934
1115898370
1128824294
1133311301
1142788046
1183429860
1172454364
1165527957
1149898088
1175211523
1201028602
1211017440
1226396265
1296213800
1292604768
1297349914
1336736666
1323582464
1320413968
1342474224
1339980159
1382734059
1377346938
1360771412
1401763968
1382088960
1406228850
1397696064
1409869670
1417779763
1408573114
1424512992
1443458880
1408925818
1440627646
1422021165
1409265446
1427273905
1402449048
1403248691
1431506487
1430431860
1409447980
1396266854
1399313042
1377485180
1397100960
1406822886
1389856989
1406424029
1434761926
1421326911
1393422912
1419710176
1439883475
1382936340
1372589584
1367868555
1378384848
1376701290
1389483466
1397741004
1408443725
1436932890
1421243052
1442597712
