ceaindx.lg,urint.lg,wgshr.lg,ppicty.lg,ffds.ts
4.359908829,6.774673224,4.198870589,4.848116365,5.54
4.364371699,6.74550069,4.199935985,4.850466542,5.5
4.367800927,6.679542722,4.202742665,4.851248709,5.52
4.371218436,6.733000527,4.201381618,4.842611042,5.5
4.37500202,6.692446127,4.199446538,4.831508628,5.56
4.377767578,6.679542722,4.199619756,4.828313737,5.51
4.380149875,6.640830067,4.198655088,4.825910853,5.49
4.385146762,6.565581426,4.198774302,4.827513417,5.45
4.387884444,6.588570944,4.200192734,4.829113417,5.49
4.390862483,6.569371103,4.199372626,4.826712456,5.56
4.393461012,6.569371103,4.200034863,4.827513417,5.54
4.396668911,6.540592139,4.203349844,4.821893169,5.55
4.399129543,6.612403419,4.2042849,4.81866736,5.51
4.402441819,6.569371103,4.2053673,4.820281566,5.07
4.405865224,6.5748721,4.207588329,4.817050545,4.83
4.409398581,6.53978078,4.208139849,4.810557016,4.68
4.412313327,6.472988639,4.209560053,4.811371017,4.63
4.415461411,6.525392042,4.212762216,4.806477043,4.76
4.418961082,6.449458141,4.21248273,4.808927024,4.81
4.421848129,6.465497967,4.21423848,4.817050545,4.74
4.425325559,6.449458141,4.215711713,4.825910853,4.74
4.427836171,6.537993469,4.214058485,4.829912459,4.76
4.431054866,6.487803725,4.215220312,4.833898116,4.99
4.43402593,6.426815665,4.214804274,4.843399375,5.07
4.436751534,6.426815665,4.216649458,4.852030264,5.22
4.440531364,6.417869918,4.217594192,4.849683763,5.2
4.443474447,6.387333194,4.218720379,4.854371272,5.42
4.44746319,6.362640582,4.221250782,4.850466542,5.3
4.449918901,6.378025501,4.226317739,4.854371272,5.45
4.45225208,6.363802697,4.225858823,4.865994804,5.73
4.457134107,6.347015264,4.22284052,4.873669439,5.85
4.460953335,6.271816449,4.220003334,4.872904621,6.02
4.463030419,6.339110084,4.212939056,4.879767019,6.27
4.464758032,6.315012533,4.214185504,4.896346148,6.53
4.467171688,6.400667977,4.218280574,4.895598484,6.54
4.468662941,6.387333194,4.215250654,4.889596966,6.5
4.471295877,6.281531414,4.214841824,4.903050083,6.52
4.472780998,6.321697456,4.213377483,4.90823336,6.51
4.475175389,6.297791935,4.211624702,4.905274778,6.51
4.477109516,6.305824107,4.208030083,4.914124394,6.4
4.477450444,6.395805428,4.210054027,4.941642423,5.98
4.479039909,6.403648605,4.21158796,4.92289638,5.49
4.479833695,6.427179103,4.21065384,4.911919321,5.31
4.479606963,6.418419923,4.206816744,4.915591745,4.8
4.481193006,6.370939385,4.20469034,4.918520005,4.21
4.480740108,6.464798299,4.203871124,4.90897164,3.97
4.480853351,6.502402524,4.202871318,4.893352133,3.77
4.480060375,6.59611815,4.203361807,4.893352133,3.65
4.479720335,6.608773651,4.20610979,4.892602227,3.07
4.4780184,6.674589765,4.205477375,4.869839484,2.49
4.476882166,6.784126539,4.207810282,4.865994804,2.09
4.476086033,6.833733734,4.20877371,4.852811209,1.82
4.476768471,6.847432578,4.206105756,4.855928904,1.73
4.476882166,6.867635285,4.20506212,4.855150391,1.74
4.477791257,6.893952594,4.207284663,4.865994804,1.73
4.477564061,6.985236368,4.205655794,4.873669439,1.75
4.479266769,6.998355713,4.205969237,4.873669439,1.75
4.480400299,7.004290449,4.207713882,4.874433673,1.75
4.481532546,7.004290449,4.205386374,4.876722877,1.73
4.482776538,6.962945465,4.206420076,4.879006852,1.74
4.483454427,7.027483986,4.206430681,4.885072071,1.75
4.485147143,7.038783541,4.205127565,4.891851758,1.75
4.485485343,7.061970162,4.203382916,4.891100725,1.34
4.485598051,7.128649111,4.200835316,4.889596966,1.24
4.488299234,7.094747559,4.199639861,4.907494535,1.24
4.488074414,7.111841992,4.201161515,4.924350925,1.26
4.488074414,7.089983198,4.202505216,4.950177325,1.25
4.488411625,7.176151445,4.204044784,4.918520005,1.26
4.488973392,7.17184666,4.205807448,4.917788744,1.26
4.489422577,7.250388274,4.205867067,4.927253685,1.22
4.49132937,7.224286837,4.204959185,4.925077406,1.01
4.492896944,7.182317959,4.205196794,4.927253685,1.03
4.494238625,7.197822146,4.205549424,4.930870326,1.01
4.497028027,7.170983474,4.208656877,4.936629881,1.01
4.499476281,7.167696559,4.208505194,4.93375425,1
4.501918556,7.145267022,4.205560841,4.938064601,0.98
4.504023004,7.150304816,4.205637703,4.951592753,1
4.506454213,7.142605322,4.203267871,4.956531035,1.01
4.508549147,7.162658765,4.202743278,4.963543687,1
4.512067568,7.117415073,4.204742865,4.97535348,1
4.514698283,7.127567445,4.207339438,4.989071116,1
4.516994495,7.162310393,4.207464771,4.991792206,1.03
4.519394409,7.057723871,4.211748369,4.99314998,1.26
4.521679875,7.039374733,4.213087788,4.997212274,1.43
4.524068585,7.070790929,4.213228645,4.99518319,1.61
4.526667958,7.094281467,4.211830621,5.010635294,1.76
4.52893688,7.086136499,4.210546762,5.019925341,1.93
4.530769863,7.070790929,4.180887827,5.011967739,2.16
4.533459338,7.057240195,4.210980912,5.016617366,2.28
4.535498513,7.055206198,4.210432702,5.021245473,2.5
4.538389152,7.038192,4.205814446,5.035002651,2.63
4.541058241,7.043307101,4.205133178,5.043425117,2.79
4.543826556,6.97152103,4.203483794,5.038898759,3
4.546905278,6.913357535,4.204881807,5.038898759,3.04
4.549763179,6.896455724,4.207847193,5.051777237,3.26
4.552612935,6.920704779,4.205211609,5.060060177,3.5
4.553982149,6.913357535,4.20356451,5.088830142,3.62
4.556295018,6.913357535,4.201031101,5.113191882,3.78
4.55933565,6.890757703,4.199487575,5.098035484,4
4.562262685,6.870554995,4.199432034,5.093750201,4.16
4.565701442,6.79399504,4.196345491,5.101694025,4.29
4.568298711,6.866933284,4.198144332,5.086361005,4.49
4.572130332,6.805759881,4.195230555,5.088830142,4.59
4.574814066,6.782090137,4.193466675,5.101694025,4.79
4.577284982,6.784253676,4.187681359,5.110782243,4.94
4.579236804,6.754577908,4.186951832,5.112590017,4.99
4.58108239,6.805759881,4.188479809,5.11679549,5.24
4.583435694,6.805759881,4.18842359,5.123368564,5.25
4.586191219,6.76227477,4.190335379,5.108366783,5.25
4.587922293,6.691888558,4.193146691,5.088830142,5.25
4.58995502,6.708207548,4.19461336,5.103518288,5.25
4.592692664,6.679542722,4.195778983,5.109575242,5.24
4.594715728,6.736340321,4.199029055,5.099866428,5.25
4.597138014,6.738605025,4.198607307,5.11679549,5.26
4.600258142,6.779921907,4.1950307,5.131672289,5.26
4.601864729,6.750509928,4.190633717,5.144000006,5.25
4.604670061,6.710126146,4.186793643,5.155024197,5.25
4.605170186,6.748535594,4.187658211,5.157905213,5.25
4.606269581,6.811590802,4.187374909,5.165357239,5.26
4.607966273,6.778388557,4.186161452,5.149817358,5.02
4.608863358,6.757846526,4.186866105,5.156177599,4.94
4.610555658,6.799894762,4.186819116,5.163070217,4.76
4.61204649,6.817387919,4.188507967,5.187385806,4.49
4.61244367,6.837959517,4.187786515,5.185148668,4.24
4.613733417,6.890757703,4.184618464,5.198497031,3.94
4.615219522,6.835667736,4.184359422,5.207845463,2.98
4.615120517,6.85171983,4.184104394,5.235909906,2.61
4.616011209,6.855870444,4.181118269,5.251749731,2.28
4.614823443,6.914920558,4.135831025,5.281171208,1.98
4.614129927,6.98096397,4.153444057,5.300814247,2
4.61343593,7.010190171,4.164884068,5.325446034,2.01
4.6121458,7.10097232,4.174584687,5.293304825,2
4.610854002,7.150569261,4.174109742,5.282695986,1.81
4.607766812,7.281640818,4.176879841,5.227894902,0.97
4.604169686,7.275203443,4.176148278,5.17501915,0.39
4.600157644,7.397712989,4.174160551,5.14107859,0.16
4.59532185,7.458924581,4.16356182,5.142832464,0.15
4.590564034,7.541057028,4.162810134,5.131672289,0.22
4.584865433,7.622191094,4.161689453,5.12455904,0.18
4.58026255,7.693655747,4.165996461,5.130490256,0.15
4.576976452,7.768889557,4.155971755,5.140493281,0.18
4.574504772,7.844289167,4.167309543,5.159629847,0.21
4.57316339,7.893278554,4.167571073,5.150397236,0.16
4.572130332,7.911686403,4.166701123,5.164785974,0.16
4.570682256,7.982412511,4.16237695,5.159629847,0.15
4.569750241,8.035890007,4.165154601,5.165928179,0.12
4.570992734,8.075495262,4.164699916,5.17840707,0.12
4.570992734,8.102800712,4.160169823,5.18234519,0.12
4.572337029,8.112649007,4.149612559,5.203457086,0.11
4.57316339,8.096009688,4.145152522,5.198497031,0.13
4.574401652,8.164810787,4.1445939,5.211124155,0.16
4.576667826,8.217211063,4.145923435,5.217107311,0.2
4.581492059,8.207242532,4.147313322,5.219274159,0.2
4.583640067,8.200787923,4.146816627,5.212214667,0.18
4.584967479,8.183243613,4.147720205,5.215479088,0.18
4.586089298,8.187908545,4.145240331,5.219815138,0.19
4.587515251,8.178966608,4.144019507,5.219815138,0.19
4.59036107,8.186189123,4.144082606,5.228967288,0.19
4.590766956,8.224916309,4.141394621,5.234844944,0.19
4.59491781,8.195872996,4.138329838,5.245443877,0.18
4.596936381,8.243702084,4.131178705,5.261134575,0.17
4.599554447,8.238014191,4.130027128,5.27709373,0.16
4.601965055,8.282465954,4.129179124,5.294309345,0.14
4.604570006,8.283232923,4.127033549,5.313698469,0.1
4.607068383,8.295172605,4.125738687,5.31861007,0.09
4.609261804,8.313769647,4.125681931,5.317629678,0.09
4.611351045,8.322571579,4.1282447,5.321056854,0.07
4.61343593,8.317645461,4.124505606,5.314190716,0.1
4.615813346,8.315173272,4.122834529,5.316648323,0.08
4.619171706,8.249710231,4.117536865,5.303802297,0.07
4.622125627,8.264748108,4.113321952,5.30529298,0.08
4.624482497,8.258014858,4.113191633,5.297316866,0.07
4.628202885,8.22924142,4.1206077,5.301811256,0.08
4.630837933,8.216725612,4.121967926,5.306285536,0.1
4.634437684,8.194477582,4.121054145,5.319099906,0.13
4.636571949,8.19192981,4.117712266,5.316648323,0.14
4.638895055,8.202082182,4.115572756,5.307772525,0.16
4.640730361,8.219604532,4.118492981,5.297316866,0.16
4.64294755,8.194477582,4.123512477,5.298817242,0.16
4.645736148,8.189812089,4.12578994,5.311727053,0.13
4.648899949,8.157109555,4.126039565,5.320078858,0.14
4.650812544,8.152071761,4.121294093,5.315666005,0.16
4.653293461,8.123900884,4.120047447,5.307277108,0.16
4.65519768,8.112985719,4.107998257,5.305789381,0.16
4.657572865,8.070906089,4.14155138,5.310739887,0.14
4.661645033,8.054908013,4.139842798,5.319589502,0.15
4.664476292,8.044939842,4.138588054,5.318119994,0.14
4.666453414,8.044579417,4.140500433,5.315666005,0.15
4.669364898,8.039519775,4.139990515,5.31861007,0.11
4.671800268,8.028590704,4.140830035,5.319589502,0.09
4.674789528,8.025986584,4.138166763,5.320078858,0.09
4.677769878,8.020203986,4.137780727,5.319099906,0.08
4.679906532,8.01487064,4.135770742,5.317629678,0.08
4.682316395,7.951401066,4.139916132,5.310739887,0.09
4.686197025,7.950688561,4.142478433,5.304299438,0.08
4.688683786,7.918538696,4.143792107,5.308267697,0.09
4.691347882,7.864389689,4.144218339,5.317139121,0.07
4.6929063,7.918538696,4.144131695,5.326418797,0.07
4.695741884,7.8851094,4.142483534,5.332718793,0.08
4.701025672,7.796155031,4.137308304,5.338979348,0.09
4.702750514,7.797725107,4.133573875,5.33753808,0.09
4.706733501,7.750822695,4.131485969,5.338979348,0.1
4.708989515,7.731043279,4.131455864,5.33753808,0.09
4.71195968,7.693143583,4.132660453,5.332718793,0.09
4.715637639,7.65667727,4.133320979,5.329816034,0.09
4.719123676,7.634652314,4.13368583,5.315174484,0.09
4.72135194,7.664351905,4.13578486,5.302807272,0.09
4.725439018,7.629260585,4.13559011,5.283203729,0.12
4.72765327,7.625320987,4.136203931,5.257495372,0.11
4.731362211,7.564285096,4.135162989,5.252796851,0.11
4.734003058,7.523244546,4.137290616,5.254887809,0.11
4.736899957,7.536274047,4.136940837,5.251749731,0.12
4.739089004,7.566148162,4.13780898,5.264760583,0.12
4.742755849,7.433214875,4.137375861,5.271973391,0.13
4.745801316,7.403547111,4.138303692,5.267342562,0.13
4.748144355,7.394748594,4.139121077,5.256974403,0.14
4.751000634,7.275047814,4.138905559,5.242275976,0.14
4.753590191,7.342742826,4.140021185,5.233778845,0.12
4.755743044,7.376986138,4.140439371,5.224132468,0.12
4.758920786,7.357183511,4.139389121,5.212214667,0.24
4.761831996,7.358473001,4.139229542,5.207297968,0.34
4.763967198,7.389348789,4.13848153,5.200153118,0.38
4.765927565,7.371418626,4.138277438,5.204555987,0.36
4.768054049,7.376986138,4.139327867,5.210578452,0.37
4.77119297,7.279861114,4.138687073,5.221976133,0.37
4.773139237,7.340558625,4.139348185,5.234312037,0.38
4.776262261,7.312770848,4.13977097,5.234844944,0.39
4.778198696,7.311571088,4.137849697,5.228967288,0.4
4.780551045,7.305701555,4.138584529,5.230573714,0.4
4.783065294,7.28926533,4.13925858,5.229503051,0.4
4.786074072,7.220924387,4.138744003,5.227358278,0.41
4.788324729,7.236250357,4.138279774,5.237505227,0.54
4.790653406,7.197485814,4.136284672,5.250701513,0.65
4.793473814,7.183853665,4.135616882,5.255409866,0.66
4.796451484,7.123591296,4.133895987,5.254887809,0.79
4.798678932,7.082935291,4.13521535,5.262690189,0.9
4.801065863,7.107526694,4.132376604,5.261653382,0.91
4.804021045,7.080480375,4.135436244,5.265794175,1.04
4.806477043,7.080480375,4.136702266,5.265277512,1.15
4.808192659,7.078777281,4.136047449,5.266826699,1.16
4.810801286,7.139669246,4.136013182,5.271973391,1.15
4.81315949,7.119962845,4.136477427,5.272486607,1.15
4.815512145,7.100694426,4.13921025,5.277604325,1.16
4.818263401,7.016458516,4.140157835,5.279644101,1.3
4.820523472,6.991765904,4.13959335,5.287761853,1.41
4.823260994,6.961242794,4.137706355,5.294811227,1.42
4.826391892,6.983467101,4.136600561,5.294811227,1.51
4.828313737,6.91892858,4.137015956,5.299816243,1.69
4.832465108,6.803393016,4.135734455,5.314190716,1.7
4.833659424,6.840366257,4.13593671,5.319099906,1.82
4.836519974,6.893952594,4.135818592,5.319589502,1.91
4.838976685,6.863180935,4.136644666,5.315174484,1.91
4.841348416,6.913804362,4.136249452,5.316157285,1.95
4.843241758,6.893952594,4.13342444,5.321056854,2.19
4.845052853,6.849697585,4.13290741,5.309751744,2.2
4.846703602,6.866582099,4.127253413,5.303304908,2.27
4.849135453,6.825838157,4.132259065,5.293807211,2.4
4.851405069,6.836029946,4.13347531,5.294309345,2.4
4.853747539,6.854212265,4.135437059,5.302309388,2.41
4.856862321,6.840967038,4.13267765,5.308762624,2.42
4.859114486,6.878106585,4.130448029,5.306781445,2.39
4.861129366,6.772746069,4.13080125,5.299816243,2.38
4.862908382,6.702981295,4.129802965,5.301811256,2.4
4.865301189,6.786539392,4.130229876,5.294309345,2.13
4.867995882,6.785397187,4.130357947,5.290285195,2.04
4.869455681,6.809113714,4.133903714,5.291292752,1.83
4.871679693,6.710673641,4.134486171,5.293304825,1.55
4.873669439,6.730186455,4.136246818,5.293304825,1.55
4.876112934,6.786539392,4.138996722,5.294811227,1.55
